0.006667	599.999989	0.224836
0.013333	599.999989	1.553416
0.020000	599.999989	5.518714
0.026667	599.999989	10.853470
0.033333	599.999989	17.659884
0.040000	599.999989	25.784657
0.046667	599.999989	34.052506
0.053333	599.999989	43.015305
0.060000	599.999989	53.245368
0.066667	599.999989	63.117730
0.073333	599.999989	73.255814
0.080000	599.999989	84.426097
0.086667	599.999989	94.809460
0.093333	599.999989	105.468749
0.100000	599.999989	116.383541
0.106667	599.999989	126.848661
0.113333	599.999989	137.242229
0.120000	599.999989	148.698669
0.126667	599.999989	158.979838
0.133333	599.999989	169.404073
0.140000	599.999989	180.676549
0.146667	599.999989	191.182555
0.153333	599.999989	201.606789
0.160000	599.999989	212.920151
0.166667	599.999989	223.405707
0.173333	599.999989	234.167189
0.180000	599.999989	245.255728
0.186667	599.999989	255.690181
0.193333	599.999989	266.451663
0.200000	599.999989	277.703716
0.206667	599.999989	287.995090
0.213333	599.999989	298.480660
0.220000	599.999989	309.804239
0.226667	599.999989	320.330681
0.233333	599.999989	338.736593
0.240000	599.999989	344.326857
0.246667	599.999989	352.380087
0.253333	599.999989	2.963754
0.260000	599.999989	13.377771
0.266667	599.999989	24.445858
0.273333	599.999989	35.033611
0.280000	599.999989	45.662246
0.286667	599.999989	56.607696
0.293333	599.999989	67.277206
0.300000	599.999989	77.967163
0.306667	599.999989	88.984148
0.313333	599.999989	99.459487
0.320000	599.999989	110.742187
0.326667	599.999989	121.278847
0.333333	599.999989	131.754185
0.340000	599.999989	143.087983
0.346666	599.999989	153.604193
0.353333	599.999989	164.396342
0.360000	599.999989	175.566639
0.366666	599.999989	185.949988
0.373333	599.999989	196.721701
0.380000	599.999989	207.759123
0.386666	599.999989	218.285565
0.393333	599.999989	228.771121
0.400000	599.999989	240.084482
0.406666	599.999989	250.641578
0.413333	599.999989	261.106685
0.420000	599.999989	272.450727
0.426666	599.999989	282.977142
0.433333	599.999989	293.759087
0.440000	599.999989	304.980459
0.446666	599.999989	315.333168
0.453333	599.999989	325.798275
0.460000	599.999989	337.132072
0.466666	599.999989	347.668732
0.473333	599.999989	358.133866
0.480000	599.999989	8.881041
0.486666	599.999989	19.427916
0.493333	599.999989	29.893033
0.500000	599.999989	41.237055
0.506666	599.999989	51.773712
0.513333	-599.999989	62.555640
0.520000	-599.999989	71.007446
0.526666	-599.999989	74.451534
0.533333	-599.999989	75.105607
0.540000	-599.999989	73.562408
0.546666	-599.999989	70.557773
0.553333	-599.999989	66.439183
0.560000	-599.999989	61.022665
0.566666	-599.999989	55.299554
0.573333	-599.999989	48.901935
0.580000	-599.999989	41.932003
0.586666	-599.999989	34.962072
0.593333	-599.999989	27.787745
0.600000	-599.999989	19.642533
0.606666	-599.999989	12.253588
0.613333	-599.999989	4.598928
0.620000	-599.999989	-4.517170
0.626666	-599.999989	-12.376227
0.633333	-599.999989	-20.265943
0.640000	-599.999989	-28.850610
0.646666	-599.999989	-36.883404
0.653333	-599.999989	-44.885538
0.660000	-599.999989	-53.603062
0.666666	-599.999989	-61.717617
0.673333	-599.999989	-70.026344
0.680000	-599.999989	-78.764307
0.686666	-599.999989	-86.735780
0.693333	-599.999989	-95.105835
0.700000	-599.999989	-103.680277
0.706666	-599.999989	-111.866368
0.713333	-599.999989	-120.032023
0.719999	-599.999989	-128.861969
0.726666	-599.999989	-137.068496
0.733333	-599.999989	-145.479423
0.739999	-599.999989	-154.084532
0.746666	-599.999989	-162.311495
0.753333	-599.999989	-170.497586
0.759999	-599.999989	-179.491047
0.766666	-599.999989	-187.595380
0.773333	-599.999989	-196.006307
0.779999	-599.999989	-204.662520
0.786666	-599.999989	-212.879265
0.793333	-599.999989	-221.085806
0.799999	-599.999989	-229.946405
0.806666	-599.999989	-238.183586
0.813333	-599.999989	-246.400358
0.819999	-599.999989	-255.260944
0.826666	-599.999989	-263.498125
0.833333	-599.999989	-271.939720
0.839999	-599.999989	-281.055837
0.846666	-599.999989	-288.812691
0.853333	-599.999989	-297.009000
0.859999	-599.999989	-305.900267
0.866666	-599.999989	-314.127230
0.873333	-599.999989	-322.558607
0.879999	-599.999989	-331.194370
0.886666	-599.999989	-339.441769
0.893333	-599.999989	-347.648296
0.899999	-599.999989	-356.508909
0.906666	-599.999989	-3.903979
0.913333	-599.999989	-12.355787
0.919999	-599.999989	-20.960893
0.926666	-599.999989	-29.218521
0.933333	-599.999989	-37.404616
0.939999	-599.999989	-46.428733
0.946666	-599.999989	-54.522846
0.953333	-599.999989	-62.943998
0.959999	-599.999989	-71.589979
0.966666	-599.999989	-79.827173
0.973333	-599.999989	-88.013264
0.979999	-599.999989	-96.904525
0.986666	-599.999989	-105.131494
0.993333	-599.999989	-113.573082
0.999999	-599.999989	-122.208846
1.006666	-599.999989	-130.435822
1.013333	-599.999989	-138.642349
1.019999	599.999989	-147.502948
1.026666	599.999989	-153.450896
1.033333	599.999989	-155.300689
1.039999	599.999989	-153.910786
1.046666	599.999989	-150.262304
1.053333	599.999989	-144.968429
1.059999	599.999989	-137.834980
1.066666	599.999989	-130.210986
1.073333	599.999989	-121.616094
1.079999	599.999989	-112.172962
1.086666	599.999989	-102.678732
1.093333	599.999989	5.518714
1.099999	599.999989	16.515261
1.106666	599.999989	26.959938
1.113333	599.999989	37.690770
1.119999	599.999989	48.677098
1.126666	599.999989	59.172873
1.133332	599.999989	69.637993
1.139999	599.999989	80.971790
1.146666	599.999989	91.477789
1.153332	599.999989	4.353652
1.159999	599.999989	15.391080
1.166666	599.999989	25.927734
